{'name': 'АльфредАлексей3', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АристархАмелия10', 'sex': 'male', 'class_study': 11, 'point_study': 4}
{'name': 'АгатаАвгустин5', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АлинаАрсений8', 'sex': 'male', 'class_study': 10, 'point_study': 4}
{'name': 'АнтонинаАлан8', 'sex': 'male', 'class_study': 11, 'point_study': 4}
{'name': 'АльбинаАдонис3', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АриаднаАрсений9', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АнтонАкулина3', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АврораАлиса5', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АкулинаАкайо8', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АнатолийАгнесса9', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АвгустАрина9', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АльфияАльберт6', 'sex': 'female', 'class_study': 10, 'point_study': 9}
{'name': 'АльбинаАнна6', 'sex': 'female', 'class_study': 11, 'point_study': 4}
{'name': 'АнтонАделаида4', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АринаАдонис6', 'sex': 'male', 'class_study': 11, 'point_study': 3}
{'name': 'АндрейАртур8', 'sex': 'male', 'class_study': 11, 'point_study': 4}
{'name': 'АсяАгата1', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АделаидаАлина5', 'sex': 'female', 'class_study': 10, 'point_study': 9}
{'name': 'АлинаАделаида12', 'sex': 'female', 'class_study': 10, 'point_study': 9}
{'name': 'АннаАнна2', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АдонисАртур4', 'sex': 'male', 'class_study': 10, 'point_study': 4}
{'name': 'АристархАльфред1', 'sex': 'female', 'class_study': 10, 'point_study': 9}
{'name': 'АристархАртур11', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АнастасийАся5', 'sex': 'male', 'class_study': 11, 'point_study': 3}
{'name': 'АнатолийАмелия13', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АполлонАлена10', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АврораАнастасий4', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АркадийАнна1', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АлександрАлена10', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АкайоАртемий5', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АннаАльфия10', 'sex': 'male', 'class_study': 11, 'point_study': 4}
{'name': 'АльфияАндрей6', 'sex': 'male', 'class_study': 10, 'point_study': 3}
{'name': 'АлександрАлла1', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АнисийАндрей12', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АлсуАкайо13', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АлсуАльфия3', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АрсенАнжела3', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АмелияАнастасия5', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АлексейАмелия13', 'sex': 'female', 'class_study': 10, 'point_study': 3}
{'name': 'АнисийАполлон12', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АлевтинаАся3', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АленаАнисий8', 'sex': 'female', 'class_study': 10, 'point_study': 9}
{'name': 'АполлонАлександра11', 'sex': 'male', 'class_study': 11, 'point_study': 5}
{'name': 'АнгелинаАда3', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АльбинаАкайо12', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АвгустАгата12', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АрхипАльфия6', 'sex': 'male', 'class_study': 10, 'point_study': 10}
{'name': 'АнтонАда10', 'sex': 'female', 'class_study': 10, 'point_study': 5}
{'name': 'АльфияАлсу4', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АльбинаАся1', 'sex': 'female', 'class_study': 11, 'point_study': 4}
{'name': 'АсяАриадна3', 'sex': 'female', 'class_study': 10, 'point_study': 10}
{'name': 'АдаАврора2', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АкайоАльберт4', 'sex': 'female', 'class_study': 10, 'point_study': 9}
{'name': 'АристархАкулина9', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АнгелинаАполлинарий13', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АнатолийАрсен3', 'sex': 'female', 'class_study': 10, 'point_study': 4}
{'name': 'АлександраАполлинарий11', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АнтонАлла7', 'sex': 'female', 'class_study': 10, 'point_study': 5}
{'name': 'АлисаАкулина2', 'sex': 'male', 'class_study': 10, 'point_study': 10}
{'name': 'АгнессаАнисий1', 'sex': 'female', 'class_study': 10, 'point_study': 4}
{'name': 'АполлонАлена6', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АннаАлександра4', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АнжеликаАльбина9', 'sex': 'male', 'class_study': 10, 'point_study': 5}
{'name': 'АмалияАкайо2', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АвраамАполлинарий10', 'sex': 'female', 'class_study': 11, 'point_study': 10}
{'name': 'АрсенАлла8', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АриаднаАмелия10', 'sex': 'male', 'class_study': 10, 'point_study': 5}
{'name': 'АльфредАделаида6', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АлександраАда7', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АндрейАнтонина13', 'sex': 'male', 'class_study': 11, 'point_study': 5}
{'name': 'АнастасийАнжела9', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АнжеликаАнтон12', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АмалияАвгустин4', 'sex': 'male', 'class_study': 11, 'point_study': 4}
{'name': 'АделинаАриадна6', 'sex': 'female', 'class_study': 10, 'point_study': 5}
{'name': 'АльфияАртемий7', 'sex': 'female', 'class_study': 10, 'point_study': 10}
{'name': 'АланАлла6', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АльфияАлевтина12', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АлевтинаАлександра11', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АсяАльбина6', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АртемийАлиса12', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АртемийАврора6', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АнгелинаАгафон8', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АркадийАлексей13', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АполлинарийАгата5', 'sex': 'male', 'class_study': 10, 'point_study': 9}
{'name': 'АнжеликаАнастасия3', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АриаднаАлан12', 'sex': 'female', 'class_study': 11, 'point_study': 3}
{'name': 'АкулинаАлександра13', 'sex': 'female', 'class_study': 10, 'point_study': 9}
{'name': 'АполлонАда8', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АнжелаАлан1', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АнтонАльбина5', 'sex': 'female', 'class_study': 10, 'point_study': 4}
{'name': 'АкулинаАдонис4', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АдонисАртур10', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АнастасийАнастасий7', 'sex': 'male', 'class_study': 10, 'point_study': 3}
{'name': 'АвгустАркадий4', 'sex': 'female', 'class_study': 11, 'point_study': 5}
{'name': 'АгатаАнастасия1', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АгнияАвраам11', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АлександрАлена9', 'sex': 'female', 'class_study': 10, 'point_study': 5}
{'name': 'АлисаАгата5', 'sex': 'male', 'class_study': 10, 'point_study': 9}
{'name': 'АртемийАмелия11', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АгатаАртем11', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АристархАкайо3', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АнжеликаАся1', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АлексейАлена4', 'sex': 'male', 'class_study': 11, 'point_study': 4}
{'name': 'АльфредАкайо11', 'sex': 'male', 'class_study': 10, 'point_study': 9}
{'name': 'АкулинаАристарх11', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АкайоАлина11', 'sex': 'female', 'class_study': 10, 'point_study': 9}
{'name': 'АнастасияАвгуст6', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АполлинарийАкулина13', 'sex': 'female', 'class_study': 10, 'point_study': 9}
{'name': 'АртемАполлон6', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АвраамАполлон9', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АллаАмалия7', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АлсуАся8', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АполлинарийАся10', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АристархАнтонина13', 'sex': 'female', 'class_study': 10, 'point_study': 9}
{'name': 'АлексейАгнесса2', 'sex': 'female', 'class_study': 11, 'point_study': 5}
{'name': 'АнжелаАндрей5', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АльбертАльфред9', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АнжелаАнжела9', 'sex': 'male', 'class_study': 10, 'point_study': 10}
{'name': 'АльбинаАврора8', 'sex': 'male', 'class_study': 10, 'point_study': 9}
{'name': 'АланАнжелика12', 'sex': 'male', 'class_study': 10, 'point_study': 3}
{'name': 'АвраамАгата5', 'sex': 'male', 'class_study': 10, 'point_study': 10}
{'name': 'АльбертАнфиса6', 'sex': 'male', 'class_study': 10, 'point_study': 5}
{'name': 'АринаАртемий13', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АльбинаАвгустин1', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АнжеликаАвгуст3', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АгафонАнастасий13', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АнтонАлексей1', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АнгелинаАнастасия5', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АвраамАркадий13', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АндрейАнтонина6', 'sex': 'female', 'class_study': 10, 'point_study': 5}
{'name': 'АделинаАлла7', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АнастасияАльберт1', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АполлинарийАгнесса10', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АрсенийАлсу6', 'sex': 'female', 'class_study': 10, 'point_study': 9}
{'name': 'АртурАделина2', 'sex': 'male', 'class_study': 10, 'point_study': 3}
{'name': 'АлександрАдонис3', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АннаАдонис6', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АделинаАгафон7', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АнтонинаАнастасия11', 'sex': 'female', 'class_study': 10, 'point_study': 9}
{'name': 'АртурАгафон8', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АленаАльфия6', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АлевтинаАлександр6', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АлевтинаАрина7', 'sex': 'female', 'class_study': 10, 'point_study': 10}
{'name': 'АнтонинаАртемий10', 'sex': 'female', 'class_study': 11, 'point_study': 5}
{'name': 'АмелияАлсу1', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АгнияАлена11', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АлисаАделаида1', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АполлинарийАльфред7', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АнжелаАкулина12', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АвгустАльберт6', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АгатаАртем4', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АльфредАгния3', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АллаАндрей12', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АльфредАполлон4', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АнфисаАдонис6', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АристархАлла8', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АнфисаАркадий6', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АлевтинаАнтонина10', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АвгустинАлиса12', 'sex': 'male', 'class_study': 11, 'point_study': 4}
{'name': 'АполлонАлексей3', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АкайоАнтон1', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АльфияАлевтина8', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АдаАнна3', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АнатолийАртем5', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АделинаАда4', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АнтонАлла7', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АльбинаАнастасий1', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АнисийАнастасия9', 'sex': 'female', 'class_study': 10, 'point_study': 9}
{'name': 'АмелияАртур2', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АрсенийАриадна12', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АлсуАкулина6', 'sex': 'male', 'class_study': 11, 'point_study': 4}
{'name': 'АгнияАлевтина2', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АгатаАнтон3', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АльбинаАлександра5', 'sex': 'female', 'class_study': 10, 'point_study': 5}
{'name': 'АнтонАполлинарий10', 'sex': 'male', 'class_study': 11, 'point_study': 4}
{'name': 'АнастасийАлександр8', 'sex': 'female', 'class_study': 10, 'point_study': 9}
{'name': 'АмалияАрсен13', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АллаАнтонина5', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АлексейАльбина9', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АсяАгния3', 'sex': 'male', 'class_study': 10, 'point_study': 9}
{'name': 'АвгустинАгата2', 'sex': 'female', 'class_study': 10, 'point_study': 9}
{'name': 'АрсенийАнжелика4', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АдонисАльфия8', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АртурАгния8', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АльбертАлександра5', 'sex': 'female', 'class_study': 11, 'point_study': 10}
{'name': 'АделинаАлександр8', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АлевтинаАнгелина9', 'sex': 'female', 'class_study': 11, 'point_study': 10}
{'name': 'АнтонАртемий11', 'sex': 'female', 'class_study': 10, 'point_study': 5}
{'name': 'АгнияАкайо4', 'sex': 'female', 'class_study': 10, 'point_study': 3}
{'name': 'АрхипАрсений1', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АнтонАнисий4', 'sex': 'male', 'class_study': 11, 'point_study': 4}
{'name': 'АлексейАнфиса7', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АнгелинаАнастасия12', 'sex': 'male', 'class_study': 10, 'point_study': 9}
{'name': 'АнжелаАгния7', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АристархАнтон5', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АлсуАнфиса5', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АсяАдонис3', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АлександраАнна3', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АгафонАда10', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АгнияАвраам1', 'sex': 'male', 'class_study': 10, 'point_study': 5}
{'name': 'АлинаАлсу13', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АнтонинаАлсу1', 'sex': 'female', 'class_study': 10, 'point_study': 10}
{'name': 'АполлонАгафон5', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АнастасийАлина4', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АнжелаАрина9', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АлсуАлиса9', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АндрейАртем10', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АнфисаАмелия2', 'sex': 'male', 'class_study': 10, 'point_study': 9}
{'name': 'АвраамАрхип4', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АдаАлина11', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АрсенАдонис8', 'sex': 'male', 'class_study': 10, 'point_study': 9}
{'name': 'АльфияАнжелика1', 'sex': 'male', 'class_study': 10, 'point_study': 5}
{'name': 'АрсенийАнжелика1', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АгафонАмелия8', 'sex': 'female', 'class_study': 11, 'point_study': 4}
{'name': 'АнастасияАнгелина2', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АделинаАльфред1', 'sex': 'male', 'class_study': 10, 'point_study': 3}
{'name': 'АгнессаАвраам7', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АполлинарийАкайо10', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АгафонАнна13', 'sex': 'female', 'class_study': 11, 'point_study': 4}
{'name': 'АгнессаАнжела3', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АврораАнфиса3', 'sex': 'female', 'class_study': 10, 'point_study': 9}
{'name': 'АрхипАполлон9', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АгатаАгата12', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АлександрАртемий13', 'sex': 'female', 'class_study': 10, 'point_study': 4}
{'name': 'АделаидаАмелия10', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АльбинаАлександр6', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АмалияАмалия7', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АкайоАвгустин13', 'sex': 'female', 'class_study': 11, 'point_study': 10}
{'name': 'АрсенийАвгуст5', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АнжеликаАльберт10', 'sex': 'female', 'class_study': 10, 'point_study': 10}
{'name': 'АгафонАнастасий1', 'sex': 'male', 'class_study': 11, 'point_study': 4}
{'name': 'АгафонАмалия6', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АлсуАриадна8', 'sex': 'female', 'class_study': 11, 'point_study': 10}
{'name': 'АнастасийАлевтина13', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АрсенийАделина9', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АдаАлександр9', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АдаАвраам7', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АртемийАнжелика9', 'sex': 'female', 'class_study': 10, 'point_study': 5}
{'name': 'АгафонАльфия12', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АнастасияАлександра2', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АристархАся1', 'sex': 'male', 'class_study': 10, 'point_study': 5}
{'name': 'АльфредАлиса2', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АринаАвгустин9', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АлисаАда7', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АдонисАнастасий4', 'sex': 'female', 'class_study': 11, 'point_study': 9}
{'name': 'АнжелаАделаида11', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АрсенийАркадий8', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АлсуАнна2', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АрхипАвгуст3', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АвраамАлевтина5', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АгатаАгния13', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АделинаАмелия13', 'sex': 'female', 'class_study': 10, 'point_study': 9}
{'name': 'АлександраАгнесса13', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АльфредАдонис10', 'sex': 'female', 'class_study': 11, 'point_study': 5}
{'name': 'АкайоАлексей3', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АдонисАнна3', 'sex': 'male', 'class_study': 10, 'point_study': 10}
{'name': 'АдаАда12', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АлевтинаАвгустин9', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АвгустинАндрей3', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АполлинарийАнатолий1', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АкайоАвгуст7', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АльбинаАнжелика11', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АмалияАркадий10', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АринаАся3', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АринаАрсен11', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АльбертАльфия5', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АвгустАгнесса7', 'sex': 'male', 'class_study': 11, 'point_study': 7}
{'name': 'АнатолийАда8', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АделинаАртем7', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АртурАлександра8', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АнтонинаАкайо3', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АкулинаАрсен8', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АрсенАрсен13', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АлександрАделаида7', 'sex': 'female', 'class_study': 10, 'point_study': 5}
{'name': 'АнатолийАкулина8', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АдонисАкулина13', 'sex': 'male', 'class_study': 10, 'point_study': 10}
{'name': 'АллаАлан6', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АвгустАврора7', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АнисийАлена5', 'sex': 'male', 'class_study': 10, 'point_study': 6}
{'name': 'АрхипАся11', 'sex': 'male', 'class_study': 10, 'point_study': 9}
{'name': 'АринаАлександра6', 'sex': 'female', 'class_study': 11, 'point_study': 6}
{'name': 'АнжеликаАлина11', 'sex': 'female', 'class_study': 10, 'point_study': 4}
{'name': 'АнтонинаАлексей5', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АгатаАрхип9', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АннаАгата5', 'sex': 'female', 'class_study': 10, 'point_study': 10}
{'name': 'АнжелаАкайо12', 'sex': 'male', 'class_study': 10, 'point_study': 9}
{'name': 'АкайоАнисий10', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АрсенийАнтонина3', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АленаАндрей1', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АврораАлина11', 'sex': 'female', 'class_study': 10, 'point_study': 3}
{'name': 'АдаАся3', 'sex': 'male', 'class_study': 11, 'point_study': 8}
{'name': 'АнгелинаАлександр8', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АвгустинАльфия8', 'sex': 'male', 'class_study': 10, 'point_study': 4}
{'name': 'АдаАрсений9', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АкулинаАся10', 'sex': 'female', 'class_study': 11, 'point_study': 7}
{'name': 'АдонисАделаида7', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АгнияАврора10', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АллаАвгустин5', 'sex': 'female', 'class_study': 10, 'point_study': 5}
{'name': 'АртурАполлон8', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АлисаАльберт10', 'sex': 'male', 'class_study': 10, 'point_study': 10}
{'name': 'АгатаАполлон10', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АртурАмелия2', 'sex': 'female', 'class_study': 11, 'point_study': 4}
{'name': 'АрсенАполлинарий13', 'sex': 'male', 'class_study': 10, 'point_study': 7}
{'name': 'АгафонАндрей1', 'sex': 'male', 'class_study': 10, 'point_study': 8}
{'name': 'АнфисаАльбина4', 'sex': 'male', 'class_study': 11, 'point_study': 3}
{'name': 'АделинаАдонис10', 'sex': 'female', 'class_study': 10, 'point_study': 8}
{'name': 'АлександраАгата3', 'sex': 'female', 'class_study': 10, 'point_study': 10}
{'name': 'АнфисаАнна1', 'sex': 'female', 'class_study': 10, 'point_study': 6}
{'name': 'АлсуАристарх10', 'sex': 'male', 'class_study': 11, 'point_study': 6}
{'name': 'АриаднаАнтонина8', 'sex': 'female', 'class_study': 10, 'point_study': 10}
{'name': 'АрсенийАнжела4', 'sex': 'male', 'class_study': 11, 'point_study': 9}
{'name': 'АнжеликаАрхип13', 'sex': 'female', 'class_study': 11, 'point_study': 8}
{'name': 'АртемАльфред3', 'sex': 'female', 'class_study': 10, 'point_study': 4}
{'name': 'АристархАделина7', 'sex': 'female', 'class_study': 10, 'point_study': 7}
{'name': 'АполлонАвгустин10', 'sex': 'male', 'class_study': 11, 'point_study': 10}
{'name': 'АнжелаАлена6', 'sex': 'male', 'class_study': 11, 'point_study': 7}
